user_id,part,topic_accuracy,time_since_last_attempt,ques_avg_accuracy
115,5,1.0,56943.0,0.768595041322314
115,1,0.6944444444444444,53097.0,0.9795918367346939
115,2,0.5,68687451936.0,0.6418181818181818
115,3,1.0,0.0,0.1687315634218289
115,4,0.0,0.0,0.5170556552962298
124,1,0.5,29317.0,0.3590836441129462
124,2,0.5,68687451936.0,0.6418181818181818
124,3,0.0,0.0,0.6306784660766962
124,4,0.25,0.0,0.42857142857142855
124,5,0.2,10438.0,0.30579531442663377
124,6,0.3333333333333333,0.0,0.4580246913580247
124,7,0.0,0.0,0.27138263665594853
2746,5,0.0,49069.0,0.4519774011299435
2746,2,0.625,35202.0,0.7088607594936709
5382,2,0.7741935483870968,70241.0,0.7678571428571429
5382,1,0.5833333333333334,716199415.0,0.6875
5382,5,0.6455696202531646,673123846.0,0.6442953020134228
8623,7,0.5,0.0,0.3230769230769231
8623,1,0.6111111111111112,40877.0,0.32229580573951433
8623,5,0.6666666666666666,50586.0,0.26666666666666666
8623,2,0.6976744186046512,30676.0,0.6403269754768393
8701,5,0.6666666666666666,42094.0,0.21337579617834396
8701,2,0.5555555555555556,51344.0,0.6533333333333333
12741,1,0.5,68687451936.0,0.819672131147541
12741,5,0.3333333333333333,42331.0,0.3559322033898305
12741,4,0.527027027027027,0.0,0.33783783783783783
12741,6,0.6708860759493671,0.0,0.6440677966101694
12741,7,0.6470588235294118,0.0,0.5555555555555556
13134,6,0.8181818181818182,0.0,0.925
13134,3,0.6822429906542056,0.0,0.5833333333333334
13134,4,0.7351351351351352,0.0,0.9388888888888889
13134,1,0.6601941747572816,37594.0,0.8157894736842105
13134,5,0.612987012987013,212409987.0,0.6073619631901841
13134,2,0.7892376681614349,19196.0,0.8518518518518519
24418,4,0.7075630252100841,0.0,0.7843137254901961
24418,6,0.6617429837518464,0.0,0.8813559322033898
24418,7,0.72265625,0.0,0.45454545454545453
24418,2,0.6731980405878236,22056.0,0.7849462365591398
24418,3,0.6938202247191011,0.0,0.9107142857142857
24418,1,0.787292817679558,28290.0,0.691358024691358
24418,5,0.6643653744025492,31829.0,0.6538461538461539
24600,1,0.5,24758.0,0.3590836441129462
24600,3,0.5,0.0,0.1687315634218289
24600,4,0.0,0.0,0.5533290239172592
24600,6,0.0,0.0,0.43137254901960786
24600,7,0.3333333333333333,0.0,0.41864951768488745
24600,5,0.4,40312.0,0.49379310344827587
24600,2,0.6,24546.0,0.8737864077669902
32421,1,0.5,27876.0,0.3590836441129462
32421,2,0.5,68687451936.0,0.6418181818181818
32421,3,0.5,0.0,0.6312684365781711
32421,4,0.5,0.0,0.5533290239172592
32421,5,0.4,29896.0,0.30579531442663377
32421,6,0.3333333333333333,0.0,0.6185185185185185
32421,7,0.3333333333333333,0.0,0.41864951768488745
40828,1,0.5,25567.0,0.3590836441129462
40828,3,0.5,0.0,0.6312684365781711
40828,4,0.25,0.0,0.42857142857142855
40828,6,0.6666666666666666,0.0,0.6451914098972923
40828,7,1.0,0.0,0.6019292604501608
40828,2,0.7,43511.0,0.8279569892473119
40828,5,0.6170212765957447,34373.0,0.6218487394957983
44331,2,0.4583333333333333,716710.0,0.8616780045351474
44331,6,0.41025641025641024,0.0,0.4580246913580247
44331,4,0.5853658536585366,0.0,0.5443037974683544
44331,5,0.639344262295082,397250.0,0.6863905325443787
44331,1,0.7049180327868853,485613.0,0.7361111111111112
44331,3,0.559322033898305,0.0,0.6956521739130435
45001,1,0.0,21033.0,0.3590836441129462
45001,2,0.5,68687451936.0,0.6418181818181818
45001,3,0.5,0.0,0.6312684365781711
45001,4,0.25,0.0,0.42857142857142855
45001,5,0.2,3210.0,0.30579531442663377
45001,6,0.3333333333333333,0.0,0.2726423902894491
45001,7,0.0,0.0,0.490032154340836
46886,2,0.5294117647058824,22606.0,0.7685185185185185
46886,5,0.68,25441.0,0.16666666666666666
50132,2,0.6666666666666666,1877373.0,0.875
50132,5,0.6333333333333333,33682.0,0.7924528301886793
51285,2,0.6363636363636364,28812.0,0.8888888888888888
51285,5,0.4444444444444444,47808.0,0.6888888888888889
53842,1,0.5,19227.0,0.3590836441129462
53842,2,0.5,68687451936.0,0.6418181818181818
53842,3,0.0,0.0,0.6312684365781711
53842,4,0.25,0.0,0.47123464770523593
53842,5,0.2,32175.0,0.30579531442663377
53842,6,0.3333333333333333,0.0,0.43137254901960786
53842,7,0.0,0.0,0.490032154340836
81002,2,0.0,36484.0,0.6926406926406926
81002,5,0.5714285714285714,27185.0,0.7203389830508474
81429,1,1.0,21020.0,0.3590836441129462
81429,2,0.5,68687451936.0,0.6418181818181818
81429,3,0.0,0.0,0.6312684365781711
81429,4,0.375,0.0,0.5533290239172592
81429,5,0.6,20843.0,0.30579531442663377
81429,6,0.3333333333333333,0.0,0.47619047619047616
81429,7,0.6666666666666666,0.0,0.27138263665594853
91216,7,0.3333333333333333,0.0,0.41864951768488745
91216,6,0.6338797814207651,0.0,0.6402439024390244
91216,4,0.6942148760330579,0.0,0.7678571428571429
91216,1,0.8026315789473685,112593.0,0.6180904522613065
91216,2,0.7948717948717948,32710.0,0.5939849624060151
91216,3,0.75,0.0,0.7297297297297297
91216,5,0.6114832535885167,25229.0,0.8103448275862069
99521,1,0.5,68687451936.0,0.7896440129449838
99521,5,0.7333333333333333,35442.0,0.5436893203883495
99521,2,0.8888888888888888,27024.0,0.5573033707865168
107002,3,0.9009433962264151,0.0,0.3505747126436782
107002,7,0.8722044728434505,0.0,0.7634408602150538
107002,6,0.8246445497630331,0.0,0.5657894736842105
107002,1,0.8983050847457628,26587.0,0.9761904761904762
107002,2,0.8743961352657005,29193.0,0.7436708860759493
107002,4,0.8477157360406091,0.0,0.3333333333333333
107002,5,0.6969026548672567,26220.0,0.5384615384615384
108310,5,0.6875,19949.0,0.4090909090909091
108310,1,0.7,28526.0,0.9195402298850575
108310,2,1.0,27950.0,0.757396449704142
108310,6,1.0,0.0,0.7447698744769874
128919,1,0.5,24620.0,0.3590836441129462
128919,2,0.5,68687451936.0,0.6418181818181818
128919,3,1.0,0.0,0.1687315634218289
128919,4,0.125,0.0,0.47123464770523593
128919,5,0.2,15560.0,0.30579531442663377
128919,6,0.6666666666666666,0.0,0.6185185185185185
128919,7,0.3333333333333333,0.0,0.27138263665594853
137455,1,0.5,23622.0,0.3590836441129462
137455,3,0.0,0.0,0.6312684365781711
137455,4,0.25,0.0,0.47123464770523593
137455,6,0.0,0.0,0.47619047619047616
137455,7,0.0,0.0,0.41864951768488745
137455,2,0.3,21914.0,0.7934782608695652
137455,5,0.5333333333333333,18303.0,0.7045454545454546
138650,6,0.7473684210526316,0.0,0.7258064516129032
138650,1,0.746031746031746,37666.0,0.6633663366336634
138650,7,0.8596491228070176,0.0,0.6019292604501608
138650,4,0.7894736842105263,0.0,0.5
138650,3,0.8309859154929577,0.0,0.6744186046511628
138650,5,0.7338935574229691,75367.0,0.5227272727272727
138650,2,0.594059405940594,25531.0,0.6746031746031746
140969,1,0.5,25447.0,0.3590836441129462
140969,2,0.5,68687451936.0,0.6418181818181818
140969,3,0.5,0.0,0.6312684365781711
140969,4,0.25,0.0,0.47123464770523593
140969,6,0.3333333333333333,0.0,0.2726423902894491
140969,7,0.6666666666666666,0.0,0.490032154340836
140969,5,0.6,16671.0,0.5050100200400801
141455,1,0.851063829787234,31804.0,0.6575342465753424
141455,4,0.8108108108108109,0.0,0.8235294117647058
141455,3,0.8117647058823529,0.0,0.631578947368421
141455,6,0.6608391608391608,0.0,0.8888888888888888
141455,7,0.6942148760330579,0.0,0.375
141455,5,0.6734258271077909,25782.0,0.7529411764705882
141455,2,0.8088235294117647,19330.0,0.6064516129032258
142896,1,0.0,54726.0,0.5697674418604651
142896,5,0.3,21114.0,0.7446808510638298
146023,1,1.0,35746.0,0.3590836441129462
146023,2,0.5,68687451936.0,0.6418181818181818
146023,3,0.0,0.0,0.6306784660766962
146023,4,0.5,0.0,0.42857142857142855
146023,6,0.6666666666666666,0.0,0.6451914098972923
146023,7,0.6666666666666666,0.0,0.41864951768488745
146023,5,0.72,33634.0,0.7906976744186046
146403,1,0.5,21484.0,0.3590836441129462
146403,2,0.5,68687451936.0,0.6418181818181818
146403,3,0.5,0.0,0.6312684365781711
146403,4,0.25,0.0,0.5533290239172592
146403,5,0.6,13835.0,0.30579531442663377
146403,6,0.6666666666666666,0.0,0.43137254901960786
146403,7,0.0,0.0,0.41864951768488745
157207,7,0.42857142857142855,0.0,0.6019292604501608
157207,6,0.42857142857142855,0.0,0.42663378545006164
157207,5,0.6363636363636364,11322.0,0.4486486486486487
157207,4,0.35294117647058826,0.0,0.2770795930580491
157207,3,0.6,0.0,0.6306784660766962
157207,2,1.0,1748841.0,0.6418181818181818
157207,1,0.6,12592.0,0.8132427843803056
163243,2,0.5,68687451936.0,0.4772727272727273
163243,5,0.25,12669.0,0.8181818181818182
165081,2,0.6666666666666666,41094.0,0.3339130434782609
165081,5,0.6363636363636364,33481.0,0.3333333333333333
166728,6,0.3333333333333333,0.0,0.37209302325581395
166728,2,0.45318352059925093,30308.0,0.7171314741035857
166728,5,0.45977011494252873,34066.0,0.5199543899657925
174754,1,0.5,68687451936.0,0.5954415954415955
174754,5,0.4,35644.0,0.6649214659685864
174754,2,0.5,41239.0,0.6363636363636364
176102,1,1.0,31796.0,0.3590836441129462
176102,2,0.5,68687451936.0,0.6418181818181818
176102,3,1.0,0.0,0.6306784660766962
176102,4,0.0,0.0,0.42857142857142855
176102,5,0.6,58759.0,0.30579531442663377
176102,6,0.0,0.0,0.6451914098972923
176102,7,0.0,0.0,0.41864951768488745
176303,2,1.0,23253.0,0.5866141732283464
176303,1,0.6382978723404256,35108.0,0.9682539682539683
176303,3,0.2,0.0,0.8271604938271605
176303,5,0.0,22847.0,0.6760259179265659
178445,1,1.0,25512.0,0.3590836441129462
178445,3,0.5,0.0,0.6312684365781711
178445,4,0.25,0.0,0.5533290239172592
178445,6,0.6666666666666666,0.0,0.4580246913580247
178445,7,0.6666666666666666,0.0,0.41864951768488745
178445,2,0.8,21859.0,0.9038461538461539
178445,5,0.21052631578947367,19821.0,0.7142857142857143
206168,1,1.0,39612.0,0.3590836441129462
206168,3,0.5,0.0,0.6306784660766962
206168,4,0.375,0.0,0.5533290239172592
206168,6,0.3333333333333333,0.0,0.2726423902894491
206168,7,0.6666666666666666,0.0,0.41864951768488745
206168,2,0.9,34862.0,0.7094017094017094
206168,5,0.8666666666666667,16712.0,0.8672566371681416
215672,1,0.0,24505.0,0.3590836441129462
215672,2,0.5,68687451936.0,0.6418181818181818
215672,3,1.0,0.0,0.1687315634218289
215672,4,0.5,0.0,0.47123464770523593
215672,6,0.0,0.0,0.43137254901960786
215672,7,0.0,0.0,0.41864951768488745
215672,5,0.4,14597.0,0.6368421052631579
220268,6,0.6701570680628273,0.0,0.8290598290598291
220268,3,0.7567567567567568,0.0,0.26666666666666666
220268,4,0.6608040201005025,0.0,0.6833333333333333
220268,7,0.7157360406091371,0.0,0.8095238095238095
220268,1,0.8857142857142857,27680.0,0.8032786885245902
220268,2,0.6751918158567775,36794.0,0.5493562231759657
220268,5,0.7692307692307693,92257.0,0.29260450160771706
238966,1,0.0,21355.0,0.3590836441129462
238966,3,0.0,0.0,0.6312684365781711
238966,4,0.0,0.0,0.47123464770523593
238966,6,0.3333333333333333,0.0,0.43137254901960786
238966,7,0.0,0.0,0.490032154340836
238966,2,0.8,20640.0,0.8774617067833698
238966,5,0.25,42025.0,0.5814696485623003
239323,1,0.5,24832.0,0.3590836441129462
239323,2,0.5,68687451936.0,0.6418181818181818
239323,3,0.5,0.0,0.6312684365781711
239323,4,0.375,0.0,0.5533290239172592
239323,5,0.4,47453.0,0.30579531442663377
239323,6,0.3333333333333333,0.0,0.2726423902894491
239323,7,1.0,0.0,0.41864951768488745
246496,5,0.6056338028169014,68317.0,0.5
246496,2,0.7714285714285715,51525.0,0.7744360902255639
247749,5,0.35294117647058826,34685.0,0.8133333333333334
251201,1,0.0,23969.0,0.3590836441129462
251201,2,0.5,68687451936.0,0.6418181818181818
251201,3,0.5,0.0,0.6306784660766962
251201,4,0.25,0.0,0.5533290239172592
251201,6,0.3333333333333333,0.0,0.42663378545006164
251201,7,0.0,0.0,0.6019292604501608
251201,5,0.0,516935.0,0.196763202725724
260489,5,0.6896551724137931,62239.0,0.6
260489,2,0.6818181818181818,47791.0,0.7962264150943397
275762,7,0.7777777777777778,0.0,0.3
275762,1,0.7857142857142857,68392.0,0.5859375
275762,6,0.8571428571428571,0.0,0.22842639593908629
275762,3,0.8285714285714286,0.0,0.7931034482758621
275762,4,0.8,0.0,0.5
275762,5,0.7816901408450704,37741.0,0.8490566037735849
275762,2,0.7450980392156863,70438.0,0.297153024911032
286187,3,0.5,0.0,0.6312684365781711
286187,4,0.375,0.0,0.47123464770523593
286187,6,0.6666666666666666,0.0,0.828395061728395
286187,7,0.6666666666666666,0.0,0.41864951768488745
286187,5,0.5789473684210527,16500698277.0,0.49379310344827587
286187,2,1.0,26183873600.0,0.610223642172524
286187,1,0.5555555555555556,97998.0,0.875
287029,5,0.6,38472.0,0.5777777777777777
